objectid,parentid,title,creator,date,era,description,subject,publisher,source,relation,hasVersion,type,format,extent,language,rights,license,isPartOf,isReferencedBy,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
abb15466,,"Matthäus Merian d. J., Bildnis der Familie Merian, um 1642/43",Matthäus Merian d. J. Q324410,1642/43,Neuzeit,"Matthäus Merian d. J. (1621–1687) präsentierte sich und seine Angehörigen in humanistischer Manier als Künstlerfamilie. Im Bildmittelpunkt sind die Eltern Matthäus Merian d. Ä. und seine erste Frau Maria Magdalena de Bry zu sehen, umringt von ihren sechs Kindern: Matthäus Merian d. J., Susanna Barbara, Margaretha, Caspar, der seinem Vater eine Zeichnung des antiken Torso vom Belvedere zeigt, Maria Magdalena und Joachim, der ihm eine Gipskopie des antiken Laokoonkopfes entgegenstreckt. Der Maler blickt die Betrachtenden vom linken Bildrand aus an.",Kunst; Kinder; Familie; Familienbild,Kunstmuseum Basel,KMB Inv. 2318,http://sammlungonline.kunstmuseumbasel.ch/eMuseumPlus?service=ExternalInterface&module=collection&objectId=3425&viewType=detailView,,http://purl.org/dc/dcmitype/Image,image/jpeg,6238x5246,,"Bilddaten gemeinfrei - Kunstmuseum Basel
KMB, Inv. 2318",https://creativecommons.org/publicdomain/mark/1.0/,4,37,image,,https://omeka.unibe.ch/files/large/0eb8cbaf3820df5f8ce62a7b43516477521ee8f9.jpg,https://omeka.unibe.ch/files/large/0eb8cbaf3820df5f8ce62a7b43516477521ee8f9.jpg,,
abb15630,,"Giessfass und Handbecken aus Zinn, vermutlich 17. Jahrhundert",,17XX~,Neuzeit,"Zur unentbehrlichen Einrichtung in den frühneuzeitlichen Stadthäusern gehörten ein Giessfass und ein Handbecken, die meist in der Küche standen und als zentrale Waschstelle dienten.",Hausarbeit; Stadt,Historisches Museum Basel,HMB Inv. 1906.2875,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/giessfass-und-handbecken/,,http://purl.org/dc/dcmitype/Image,image/tiff,3801x4822,,"CC BY-SA 4.0, Maurice Babey
HMB, Inv. 1906.2875, Foto Maurice Babey",https://creativecommons.org/licenses/by-sa/4.0/,4,38,image,,https://omeka.unibe.ch/files/large/779fd65f8e9f12c19fbb6e026bf1a58752a75643.jpg,https://omeka.unibe.ch/files/large/779fd65f8e9f12c19fbb6e026bf1a58752a75643.jpg,,
abb16026,,"Matthäus Merian d. Ä., Petersplatz mit Zeughaus, 1642",Matthäus Merian d. Ä. Q57968,1654,Neuzeit,"Der Petersplatz bildete im Westen der Stadt einen innerhalb der Stadtmauern gelegenen zentralen Treffpunkt, wo nicht nur der alljährliche ‹Schwörtag›, sondern auch Musikaufführungen, Schauspiele und sportliche Wettkämpfe stattfanden.",Stadt; Bevölkerung; Kultur,Staatsarchiv Basel-Stadt,StABS BILD Falk. A 155a,https://dls.staatsarchiv.bs.ch/records/582704,,http://purl.org/dc/dcmitype/Image,image/tiff,8178x6128,,"Bilddaten gemeinfrei - StABS
StABS, BILD Falk. A 155a",https://creativecommons.org/publicdomain/mark/1.0/,4,39,image,,https://omeka.unibe.ch/files/large/8750fd5b428562501e0e41141ec1a88ff50a9a99.jpg,https://omeka.unibe.ch/files/large/8750fd5b428562501e0e41141ec1a88ff50a9a99.jpg,,
abb16064,,"Haus ‹zum Hohen Dolder›, St.Alban-Vorstadt 35, Basel",,"""""",Neuzeit,"Die Vorstadtgesellschaft in St.Alban richtete Mitte des 16. Jahrhunderts im dreigeschossigen Haus ‹zum Hohen Dolder› eine grosse Stube mit Bildern von Tells Apfelschuss, vom Tellensprung und vom Rütlischwur ein.",Stadt; Architektur,Staatsarchiv Basel-Stadt,"StABS AL 45, 6-19",https://dls.staatsarchiv.bs.ch/records/387686,,http://purl.org/dc/dcmitype/Image,image/tiff,4740x3720,,"Benutzungsbestimmungen StABS
StABS, AL 45, 6-19",http://rightsstatements.org/vocab/UND/1.0/,4,40,record,,,,,
abb16226,,"Emanuel Büchel, Predigerkirche mit Friedhof und umgebender (Totentanz-) Mauer, um 1770",Emanuel Büchel Q117083,1770~,Neuzeit,"Friedhöfe, sogenannte Gottesäcker, waren nur selten Orte der Stille und Andacht. Tagsüber verkauften Handwerker und Händler dort ihre Produkte und Waren, und nachts störten streunende Tiere und gelegentlich auch Leichenräuber die Totenruhe. Notorisch waren auch die Klagen über Geruchsbelästigungen, die mit der häufigen Überbelegung zusammenhingen.",Tod; Wirtschaft; Stadt,Staatsarchiv Basel-Stadt,"StABS Bild 6, 1221",https://dls.staatsarchiv.bs.ch/records/574070,,http://purl.org/dc/dcmitype/Image,image/tiff,8087x5135,,"Bilddaten gemeinfrei - StABS
StABS, BILD 6, 1221",https://creativecommons.org/publicdomain/mark/1.0/,4,41,image,,https://omeka.unibe.ch/files/large/24d61207ddec3d62f9c41a9b99a4f2e0af7156a9.jpg,https://omeka.unibe.ch/files/large/24d61207ddec3d62f9c41a9b99a4f2e0af7156a9.jpg,,
abb16383,,"Jakob Meyer, ‹Prospect des Kornmarckts zu Basel›, 1651",Jakob Meyer,1651,Neuzeit,Der Marktplatz war mit seinem geschäftigen Treiben das wirtschaftliche Zentrum der Stadt.,Stadt; Wirtschaft,Staatsarchiv Basel-Stadt,StABS Bild Falk. A 482,https://dls.staatsarchiv.bs.ch/records/582518,,http://purl.org/dc/dcmitype/Image,image/tiff,8087x6163,,"Bilddaten gemeinfrei - StABS
StABS, BILD Falk. A 482",https://creativecommons.org/publicdomain/mark/1.0/,4,42,image,,https://omeka.unibe.ch/files/large/044822a2dcf12f4f1719b99133174a5162751c4c.jpg,https://omeka.unibe.ch/files/large/044822a2dcf12f4f1719b99133174a5162751c4c.jpg,,
abb16493,,"Wirtshausszene im Gästebuch der Herberge ‹Zum Wilden Mann› an der Freien Strasse,
frühes 17. Jahrhundert",,1600/1628,Neuzeit,"In den Wirtshäusern der Stadt trafen sich nicht nur Bauern und Kleinhändler aus der Umgebung, sondern auch Fernhandelsleute, Diplomaten, Adlige, Bürgerinnen und Bürger sowie Studenten.",Ernährung; Kultur; Stadt,Historisches Museum Basel,HMB Inv. 1995.559,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/gaestebuch-der-herrenherberge-zum-wilden-mann-in-basel/,,http://purl.org/dc/dcmitype/Image,image/jpeg,4961x2931,,"CC BY-SA 4.0, Peter Portner
HMB, Inv. 1995.559, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,43,image,,https://omeka.unibe.ch/files/large/a4e1041c77f50bc2df0520bb6202158d27b68846.jpg,https://omeka.unibe.ch/files/large/a4e1041c77f50bc2df0520bb6202158d27b68846.jpg,,
abb24528,,Rekonstruierte mittlere Frühling-Sommertemperaturen 1444–2011 basierend auf Weinlesedaten u.a. von den Rechnungsbüchern des Spitals von Basel,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Temperaturrekonstruktion zeigt, dass die Anomalie im Jahr 1540, der keine langanhaltende Klimaerwärmung folgte, sogar den «bisher heissesten» Sommer 2003 übertraf (Wetter; Pfister 2011).",Stadt; Ökologie,"Wetter, Oliver; Pfister, Christian: Spring–summer Temperatures Reconstructed for Northern Switzerland and Southwestern Germany from Winter Rye Harvest Dates,
1454–1970, in: Climate of the Past 7 (4), 2011, S. 1307–1326.",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1605x658 / 525x204,,"Public Domain Mark
Quelle: Wetter; Pfister 2011, S. 1307–1326. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,44,compound_object,,,,,
abb24528_0,abb24528,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Temperaturrekonstruktion zeigt, dass die Anomalie im Jahr 1540, der keine langanhaltende Klimaerwärmung folgte, sogar den «bisher heissesten» Sommer 2003 übertraf (Wetter; Pfister 2011).",Stadt; Ökologie,"Wetter, Oliver; Pfister, Christian: Spring–summer Temperatures Reconstructed for Northern Switzerland and Southwestern Germany from Winter Rye Harvest Dates,
1454–1970, in: Climate of the Past 7 (4), 2011, S. 1307–1326.",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1605x658 / 525x204,,"Public Domain Mark
Quelle: Wetter; Pfister 2011, S. 1307–1326. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,44,pdf,https://omeka.unibe.ch/files/original/194d3729a7dfced07f86ac46f081220380909944.pdf,,,,
abb24528_1,abb24528,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Temperaturrekonstruktion zeigt, dass die Anomalie im Jahr 1540, der keine langanhaltende Klimaerwärmung folgte, sogar den «bisher heissesten» Sommer 2003 übertraf (Wetter; Pfister 2011).",Stadt; Ökologie,"Wetter, Oliver; Pfister, Christian: Spring–summer Temperatures Reconstructed for Northern Switzerland and Southwestern Germany from Winter Rye Harvest Dates,
1454–1970, in: Climate of the Past 7 (4), 2011, S. 1307–1326.",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1605x658 / 525x204,,"Public Domain Mark
Quelle: Wetter; Pfister 2011, S. 1307–1326. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,44,pdf,https://omeka.unibe.ch/files/original/67c6c4116192b7fca20064247c58ed5d0f6d2b68.pdf,,,,
abb16683,,"Monatsblatt Februar aus dem Kalender von Jakob Rosius (Detail), 1745",Jakob Rosius Q1679314,1745,Neuzeit,"Der 1745 in Basel gedruckte ‹Schreibkalender› des Bieler Mathematikers und Astrologen Jakob Rosius (1598–1676) enthielt die Wochen-, Namens- und Feiertage und gab auf der Grundlage astrologischer Berechnungen und langjähriger Beobachtungen auch Handlungsempfehlungen. Zudem führte er die Jahrmarktstermine in der Eidgenossenschaft und weiteren Regionen auf.",Mathematik; Wissenschaft,ETH Zürich,ETH Rar 1380,https://doi.org/10.3931/e-rara-13479,,http://purl.org/dc/dcmitype/Image,image/jpeg,2062x2535,Deutsch,"Public Domain Mark
ETH Zürich, ETH Rar 1380",https://creativecommons.org/publicdomain/mark/1.0/,4,45,image,,https://omeka.unibe.ch/files/large/d3b6d51ab9d3183a51c832543234970f6117e827.jpg,https://omeka.unibe.ch/files/large/d3b6d51ab9d3183a51c832543234970f6117e827.jpg,,
abb16809,,"Zinnerne Saugflasche, 17. oder 18. Jahrhundert, hergestellt von der Basler Zinngiesser-­Familie Scholer",,16XX/17XX,Neuzeit,"Vor der Erfindung von Gummisaugern im 19. Jahrhundert waren Zinnflaschen für die
Säuglingsernährung im Gebrauch. Das Mundstück wurde mit einem Leinenstoff überzogen.",Familie; Ernährung; Kinder,Historisches Museum Basel,HMB Inv. 2009.212,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/zinnerne-saugflasche/,,http://purl.org/dc/dcmitype/Image,image/jpeg,2545x3252,,"CC BY-SA 4.0, Peter Portner
HMB, Inv. 2009.212, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,46,image,,https://omeka.unibe.ch/files/large/8761152cf15e7e17b613f568ec37d4db6d252f47.jpg,https://omeka.unibe.ch/files/large/8761152cf15e7e17b613f568ec37d4db6d252f47.jpg,,
abb16842,,"‹Lumpeditti›, Puppe mit Papiermaché­-Gesicht aus Indienne-Stoff, 18. Jahrhundert",,17XX,Neuzeit,"Das ‹Lumpeditti› ist eine Spielzeugpuppe mit einem Kopf aus Papiermaché, wie er im 18. Jahrhundert aufkam. Der Körper der Puppe war aus dem Rest eines Indienne-Stoffes gefertigt.",Kinder; Spiel,Historisches Museum Basel,HMB Inv. 1992.279.,Nicht im Online-Katalog verzeichnet,,http://purl.org/dc/dcmitype/Image,image/tiff,7302x5471,,"CC BY-SA 4.0, Natascha Jansen
HMB, Inv. 1992.279, Foto Natascha Jansen",https://creativecommons.org/licenses/by-sa/4.0/,4,47,image,,https://omeka.unibe.ch/files/large/fe6b58239d02b6b8a5dbd0d7a38060d23a7d4859.jpg,https://omeka.unibe.ch/files/large/fe6b58239d02b6b8a5dbd0d7a38060d23a7d4859.jpg,,
abb16959,,"Hieronymus Vischer, Festmahl der Seiler, Glasmalerei, 1615",Hieronymus Vischer Q21334563,1615,Neuzeit,"Seit dem 16. Jahrhundert wurde das soziale Leben der Zünfte mit ihren regelmässigen Trink- und Tafelrunden auf Zunft- und Gesellschaftsscheiben festgehalten. Die Scheibe zeigt vierzehn Seiler in Schweizertracht bei einem Festmahl im Zunfthaus zu Gartnern. Die Gedecke bestehen aus Tellern, Messern und Trinkbechern, serviert wird Brot und Fleisch. Oben sind die Arbeitsschritte des Seilmachens zu sehen, unten die Namen und Wappen der Meister.",Ernährung; Gesellschaft; Kultur; Kunst,Historisches Museum Basel,HMB Inv. 1901.42,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/festmahl-der-seiler/,,http://purl.org/dc/dcmitype/Image,image/tiff,6890x6866,,"CC BY-SA 4.0, Peter Portner
HMB, Inv. 1901.42, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,48,image,,https://omeka.unibe.ch/files/large/2638a9eef03facafbdf052b1d8c9a3cbc8d5e3c8.jpg,https://omeka.unibe.ch/files/large/2638a9eef03facafbdf052b1d8c9a3cbc8d5e3c8.jpg,,
abb17277,,"Matthäus Merian d.Ä., Flösser auf der Birs bei Zwingen, um 1620/1622",Matthäus Merian Q57968,1620/1622,Neuzeit,Die Birs war ein wichtiger Verkehrsweg. Über sie und den St.Albanteich wurde ein grosser Teil des Bauholzes nach Basel gebracht.,Stadt,Herzog Anton Ulrich Museum,MMerian AB 3.220,http://kk.haum-bs.de/?id=m-merian-ab3-0220,,http://purl.org/dc/dcmitype/Image,image/jpeg,4992x3328,,"In Copyright
bpk / Herzog Anton Ulrich-Museum, MMerian
AB 3.220",https://rightsstatements.org/page/InC/1.0/,4,49,record,,,,,
abb17308,,"Bevölkerungsentwicklung und Pestepidemien, 1500–1700",Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Bis ins 17. Jahrhundert brach in der Stadt ungefähr alle fünfzehn Jahre eine Seuche oder
die Pest aus und forderte häufig tausende Opfer. So stieg die Zahl der Stadtbewohnerinnen und -bewohner kaum an. Erst nach der letzten grossen Pestwelle 1666/67 setzte ein kontinuierliches Bevölkerungswachstum ein, dem der Rat im 18. Jahrhundert mit einer restriktiven Einwanderungspolitik entgegenwirkte. Bei der Volkszählung im Jahr 1779 wurden 15 040 Personen erfasst. Für die Zeit davor liegen keine exakten Zahlen vor. Mithilfe von Tauf- und Geburtsregistern, Verzeichnissen der Bürgeraufnahmen, Häuserverzeichnissen, Steuerrödeln und des ‹Pestberichts› des Stadtarztes Felix Platter lassen sich aber Näherungswerte abschätzen (Angaben nach Gschwind 1977, S. 172–174. Hatje 1992, S. 164 f.).",Bevölkerung; Krankheit; Wandel,"Gschwind, Franz: Bevölkerungsentwicklung und Wirtschaftsstruktur der Landschaft
Basel im 18. Jahrhundert. Ein historisch-demographischer Beitrag zur Sozial- und
Wirtschaftsgeschichte mit besonderer Berücksichtigung der langfristigen Bevölkerungsentwicklung von Stadt (seit 1100) und Landschaft (seit 1500) Basel, Liestal 1977, S. 172–174.",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1353x754 / 286x86,,"Public Domain Mark
Quelle: Gschwind 1977, S. 172–174. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,50,compound_object,,,,,
abb17308_0,abb17308,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Bis ins 17. Jahrhundert brach in der Stadt ungefähr alle fünfzehn Jahre eine Seuche oder
die Pest aus und forderte häufig tausende Opfer. So stieg die Zahl der Stadtbewohnerinnen und -bewohner kaum an. Erst nach der letzten grossen Pestwelle 1666/67 setzte ein kontinuierliches Bevölkerungswachstum ein, dem der Rat im 18. Jahrhundert mit einer restriktiven Einwanderungspolitik entgegenwirkte. Bei der Volkszählung im Jahr 1779 wurden 15 040 Personen erfasst. Für die Zeit davor liegen keine exakten Zahlen vor. Mithilfe von Tauf- und Geburtsregistern, Verzeichnissen der Bürgeraufnahmen, Häuserverzeichnissen, Steuerrödeln und des ‹Pestberichts› des Stadtarztes Felix Platter lassen sich aber Näherungswerte abschätzen (Angaben nach Gschwind 1977, S. 172–174. Hatje 1992, S. 164 f.).",Bevölkerung; Krankheit; Wandel,"Gschwind, Franz: Bevölkerungsentwicklung und Wirtschaftsstruktur der Landschaft
Basel im 18. Jahrhundert. Ein historisch-demographischer Beitrag zur Sozial- und
Wirtschaftsgeschichte mit besonderer Berücksichtigung der langfristigen Bevölkerungsentwicklung von Stadt (seit 1100) und Landschaft (seit 1500) Basel, Liestal 1977, S. 172–174.",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1353x754 / 286x86,,"Public Domain Mark
Quelle: Gschwind 1977, S. 172–174. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,50,pdf,https://omeka.unibe.ch/files/original/781bb93e1b8a96f28c927c33fdd1377ccd861073.pdf,,,,
abb17308_1,abb17308,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Bis ins 17. Jahrhundert brach in der Stadt ungefähr alle fünfzehn Jahre eine Seuche oder
die Pest aus und forderte häufig tausende Opfer. So stieg die Zahl der Stadtbewohnerinnen und -bewohner kaum an. Erst nach der letzten grossen Pestwelle 1666/67 setzte ein kontinuierliches Bevölkerungswachstum ein, dem der Rat im 18. Jahrhundert mit einer restriktiven Einwanderungspolitik entgegenwirkte. Bei der Volkszählung im Jahr 1779 wurden 15 040 Personen erfasst. Für die Zeit davor liegen keine exakten Zahlen vor. Mithilfe von Tauf- und Geburtsregistern, Verzeichnissen der Bürgeraufnahmen, Häuserverzeichnissen, Steuerrödeln und des ‹Pestberichts› des Stadtarztes Felix Platter lassen sich aber Näherungswerte abschätzen (Angaben nach Gschwind 1977, S. 172–174. Hatje 1992, S. 164 f.).",Bevölkerung; Krankheit; Wandel,"Gschwind, Franz: Bevölkerungsentwicklung und Wirtschaftsstruktur der Landschaft
Basel im 18. Jahrhundert. Ein historisch-demographischer Beitrag zur Sozial- und
Wirtschaftsgeschichte mit besonderer Berücksichtigung der langfristigen Bevölkerungsentwicklung von Stadt (seit 1100) und Landschaft (seit 1500) Basel, Liestal 1977, S. 172–174.",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1353x754 / 286x86,,"Public Domain Mark
Quelle: Gschwind 1977, S. 172–174. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,50,pdf,https://omeka.unibe.ch/files/original/faedd5381d0274cc544ed3597506dd6abc42b0d3.pdf,,,,
abb17694,,"Illustration zum Rappenkrieg aus der von Andreas Ryff verfassten Chronik ‹Zirkel der
Eidgenossenschaft›, 1597",,1597,Neuzeit,"Nach dem Ende des Rappenkriegs setzte der Kaufmann und Ratsherr Andreas Ryff sich selbst und seine Rolle in der Konfliktbeilegung geschickt in Szene. Bei Schloss Wildenstein stand Ryff zu Ross demnach einer bewaffneten Menge gegenüber, die er dank diplomatischem Geschick beschwichtigen konnte.",Krieg; Konflikt; Bevölkerung,Musée Historique de Mulhouse,,https://hls-dhs-dss.ch/de/articles/018704/2012-02-23/,,http://purl.org/dc/dcmitype/Image,image/jpeg,4000x6000,,"In Copyright
Musée Historique de Mulhouse",https://rightsstatements.org/page/InC/1.0/,4,51,record,,,,,
abb17736,,"Anonym, ‹Execution [...] der 7 vornembsten Rebellen›, 1653.",Anonym,1653,Neuzeit,"Am Ende des Bauernkriegs verurteilte der Basler Rat sieben Bauern als Anführer zum Tod. Die Hinrichtungen waren öffentliche Ereignisse, die andere potenzielle Aufwiegler abschrecken sollten. Die grosse Menschenmenge war genauso Teil der herrschaftlichen Inszenierung wie das Schwert und der Galgen.",Krieg; Tod; Gewalt; Bevölkerung,Zentralbibliothek Zürich,ZBZ GRA 4.171,"ZB Zürich / Execution, geschechen in Basel der 7 vornembsten Rebellen Baslischen Underthanen (e-rara.ch)",https://www.e-rara.ch/i3f/v20/22121686/manifest,http://purl.org/dc/dcmitype/Image,image/jpeg,3007x2938,,"Public Domain Mark
ZB, ZBZ GRA 4.171",https://creativecommons.org/publicdomain/mark/1.0/,4,52,image,,https://omeka.unibe.ch/files/large/9502e17b06e7b676e6b94824d4b8aea48cffefa5.jpg,https://omeka.unibe.ch/files/large/9502e17b06e7b676e6b94824d4b8aea48cffefa5.jpg,,
abb17811,,"Anonym, Zwei Kavaliere und der Tod vor Basel, 17. Jahrhundert",Anonym,16XX,Neuzeit,"Die zwei Kavaliere in Trachten aus der Zeit des Dreissigjährigen Krieges verweisen ebenso auf diplomatische Verhandlungen wie auf Kriegshandlungen, die sich vor den Toren der Stadt abspielten. Krieg, Pest und Seuchen machten den Tod zu einer ständigen Bedrohung.",Krieg; Tod; Krankheit,Kunstmuseum Basel,KMB Inv. 1894.7,http://sammlungonline.kunstmuseumbasel.ch/eMuseumPlus?service=ExternalInterface&module=collection&objectId=50041&viewType=detailView,,http://purl.org/dc/dcmitype/Image,image/jpeg,1988x1540,,"Bilddaten gemeinfrei - Kunstmuseum Basel
KMB, Inv. 1894.7",https://creativecommons.org/publicdomain/mark/1.0/,4,53,image,,https://omeka.unibe.ch/files/large/6cf7ca615db62aec04239b5dfe7dcb3f53e68278.jpg,https://omeka.unibe.ch/files/large/6cf7ca615db62aec04239b5dfe7dcb3f53e68278.jpg,,
abb18046,,"Getreidevorräte in der Stadt Basel, 1613–1653",Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Dinkel und – in geringerem Masse – Roggen zum Backen von Brot sowie Hafer als Futter für die Pferde waren für die Versorgung der Stadt und ihrer Bewohnerinnen und Bewohner essenziell. Um Engpässe ausgleichen zu können, legte die Obrigkeit in ertragreichen Jahren Getreidevorräte an, die sie in Krisenzeiten vergünstigt an die Bevölkerung abgab. 1621 etwa – im vierten Jahr des Dreissigjährigen Kriegs – versorgte die Stadt auf diese Weise zahlreiche Flüchtlinge (Angaben nach Stritmatter 1977, S. 115).",Ernährung; Krieg; Bevölkerung; Krise,"Stritmatter, Robert: Die Stadt Basel während des Dreissigjährigen Krieges. Politik, Wirtschaft, Finanzen, Basel; Frankfurt a. M.; Las Vegas 1977, S. 115.",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1417x756 / 355x237,,"Public Domain Mark
Quelle: Stritmatter 1977, S. 115. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,54,compound_object,,,,,
abb18046_0,abb18046,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Dinkel und – in geringerem Masse – Roggen zum Backen von Brot sowie Hafer als Futter für die Pferde waren für die Versorgung der Stadt und ihrer Bewohnerinnen und Bewohner essenziell. Um Engpässe ausgleichen zu können, legte die Obrigkeit in ertragreichen Jahren Getreidevorräte an, die sie in Krisenzeiten vergünstigt an die Bevölkerung abgab. 1621 etwa – im vierten Jahr des Dreissigjährigen Kriegs – versorgte die Stadt auf diese Weise zahlreiche Flüchtlinge (Angaben nach Stritmatter 1977, S. 115).",Ernährung; Krieg; Bevölkerung; Krise,"Stritmatter, Robert: Die Stadt Basel während des Dreissigjährigen Krieges. Politik, Wirtschaft, Finanzen, Basel; Frankfurt a. M.; Las Vegas 1977, S. 115.",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1417x756 / 355x237,,"Public Domain Mark
Quelle: Stritmatter 1977, S. 115. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,54,pdf,https://omeka.unibe.ch/files/original/8988386454f4a7b3c53ac10c2f943b9b410a6efe.pdf,,,,
abb18046_1,abb18046,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Dinkel und – in geringerem Masse – Roggen zum Backen von Brot sowie Hafer als Futter für die Pferde waren für die Versorgung der Stadt und ihrer Bewohnerinnen und Bewohner essenziell. Um Engpässe ausgleichen zu können, legte die Obrigkeit in ertragreichen Jahren Getreidevorräte an, die sie in Krisenzeiten vergünstigt an die Bevölkerung abgab. 1621 etwa – im vierten Jahr des Dreissigjährigen Kriegs – versorgte die Stadt auf diese Weise zahlreiche Flüchtlinge (Angaben nach Stritmatter 1977, S. 115).",Ernährung; Krieg; Bevölkerung; Krise,"Stritmatter, Robert: Die Stadt Basel während des Dreissigjährigen Krieges. Politik, Wirtschaft, Finanzen, Basel; Frankfurt a. M.; Las Vegas 1977, S. 115.",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1417x756 / 355x237,,"Public Domain Mark
Quelle: Stritmatter 1977, S. 115. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,54,pdf,https://omeka.unibe.ch/files/original/a5edb3391f6b56bcad35933b951b9864ce51a52f.pdf,,,,
abb18433,,"Joseph Werner d. J., Porträt von Jakob Meyer, 1654",Joseph Werner d. J.,1654,Neuzeit,"Der Basler Mathematiker und Lehrer Jakob Meyer (1614–1678) liess sich noch 1654 mit
einem der vielen nie realisierten Pläne zum Basler Festungsbau abbilden.",Mathematik; Stadt,Historisches Museum Basel,HMB Inv. 1990.341,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/bildnis-des-architekten/,,http://purl.org/dc/dcmitype/Image,image/jpeg,3396x4338,,"CC BY-SA 4.0, Peter Portner
HMB, Inv. 1990.341, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,55,image,,https://omeka.unibe.ch/files/large/9aca60ff4a43bf7d6f2b7b6a270538017890e41e.jpg,https://omeka.unibe.ch/files/large/9aca60ff4a43bf7d6f2b7b6a270538017890e41e.jpg,,
abb18555,,"Hinterlader-Geschütz, 1614",,1614,Neuzeit,"Während des Dreissigjährigen Krieges investierte die Obrigkeit in grösserem Umfang in die militärische Aufrüstung. Das Hinterlader-Geschütz, das Basel vor 1634 kaufte, konnte auf Türmen positioniert werden und auch weiter entfernte Ziele treffen.",Krieg; Gewalt,Historisches Museum Basel,HMB Inv. 1874.96,Nicht im Online-Katalog verzeichnet,,http://purl.org/dc/dcmitype/Image,image/tiff,4706x3706,,"CC BY-SA 4.0, Peter Portner
HMB, Inv. 874.96, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,56,image,,https://omeka.unibe.ch/files/large/3015c5332ca6556edf32ee1d4e60879a7a59e906.jpg,https://omeka.unibe.ch/files/large/3015c5332ca6556edf32ee1d4e60879a7a59e906.jpg,,
abb18195,,"Daniel Specklin, Entwurf zur Befestigung Basels, 1588",Daniel Specklin Q327761,1588,Neuzeit,"An den Plänen zur Befestigung Basels arbeiteten verschiedene berühmte Ingenieure und Baumeister. Die ersten Entwürfe stammten von Daniel Specklin, dessen weitreichendster Vorschlag vorsah, die bestehende Mauer durch eine mit Bastionen verstärkte Ringmauer zu ersetzen. Jede Bastion sollte so ausgerichtet werden, dass sie im Falle eines Angriffs von der Nachbarsbastion aus gedeckt werden konnte. Letztlich scheiterte jedoch ein umfassender Umbau der Festungsanlagen.",Architektur; Stadt,Staatsarchiv Basel-Stadt,StABS Planarchiv T4,https://dls.staatsarchiv.bs.ch/records/796972,,http://purl.org/dc/dcmitype/Image,image/tiff,32129x24376,,"Bilddaten gemeinfrei - StABS
StABS, Planarchiv T 4",https://creativecommons.org/publicdomain/mark/1.0/,4,57,image,,,,,
